CustomerID,FirstName,LastName,DateOfBirth,Gender,Email,Phone,City,State,Country,JoinDate,LastPurchaseDate,TotalPurchases,TotalSpent,CustomerSegment,IsActive
N0330,Devansh,Sani,11/29/1976,Male,devansh.sani@gmail.com,8738984013,Chennai,Tamil Nadu,India,10/31/2023,1/21/2026,36,42758.28,Premium,0
N0331,Baljiwan,D’Alia,8/3/1987,Female,baljiwan.d’alia@gmail.com,9182564211,Mumbai,Maharashtra,India,2/1/2024,9/5/2025,16,75134.93,VIP,1
N0332,Zilmil,Mohan,6/28/1978,Female,zilmil.mohan@gmail.com,7139539524,Coimbatore,Tamil Nadu,India,10/3/2021,11/2/2021,35,40437.58,Premium,1
N0333,Max,Shukla,10/1/1978,Male,max.shukla@gmail.com,9736883992,Delhi,Karnataka,India,6/10/2022,7/13/2025,28,100840.66,VIP,1
N0334,Gaurika,Sarraf,5/1/2004,Female,gaurika.sarraf@gmail.com,9848984958,Bangalore,Karnataka,India,7/29/2021,1/3/2026,50,4094.07,Regular,0
N0335,Chavvi,Chawla,6/26/1987,Female,chavvi.chawla@gmail.com,9394020436,Bangalore,Karnataka,India,8/16/2024,11/15/2025,18,98967.55,VIP,0
N0336,Falan,Prasad,11/18/1978,Male,falan.prasad@gmail.com,9505337568,Pune,Maharashtra,India,4/12/2022,3/13/2026,6,63927.61,VIP,0
N0337,Zaitra,Shukla,8/5/1970,Female,zaitra.shukla@gmail.com,8565339042,Chennai,Tamil Nadu,India,2/8/2022,6/4/2026,6,64802.61,VIP,1
N0338,Jagvi,Garg,11/30/1991,Male,jagvi.garg@gmail.com,7000751090,Mumbai,Maharashtra,India,2/13/2024,9/18/2025,46,115586,VIP,0
N0339,Andrew,Rout,12/20/1974,Female,andrew.rout@gmail.com,8136719628,Hyderabad,Telangana,India,5/13/2022,7/22/2025,34,87255.6,VIP,1
N0340,Eiravati,Shankar,6/17/1972,Male,eiravati.shankar@gmail.com,9176923676,Chennai,Tamil Nadu,India,5/20/2022,1/6/2026,24,87344.49,VIP,0
N0341,Theodore,Raja,4/7/1963,Male,theodore.raja@gmail.com,7262862684,Chennai,Tamil Nadu,India,7/22/2021,2/11/2026,40,118045.59,VIP,1
N0342,Chaaya,Oza,5/17/1969,Male,chaaya.oza@gmail.com,8173987725,Bangalore,Karnataka,India,10/29/2022,9/25/2025,38,109796.98,VIP,0
N0343,Upma,Wason,7/27/1998,Female,upma.wason@gmail.com,8453407637,Mumbai,Maharashtra,India,5/7/2022,7/2/2025,27,57805.03,VIP,1
N0344,Zarna,Iyengar,3/22/1983,Female,zarna.iyengar344@example.com,9048616292,Delhi,Delhi,India,3/28/2025,11/23/2025,22,86584.14,VIP,1
N0345,Oviya,Khosla,1/28/1989,Male,oviya.khosla@gmail.com,12345,Chennai,Tamil Nadu,India,2/4/2024,1/7/2026,48,15934.51,Premium,1
N0346,Saumya,Kata,2/5/1986,Female,saumya.kata@gmail.com,7569616871,Chennai,Tamil Nadu,India,5/26/2025,11/10/2025,47,69506.37,VIP,1
N0347,Rayaan,Suresh,6/22/2004,Male,rayaan.suresh@gmail.com,9302898492,Delhi,Delhi,India,1/13/2023,6/27/2025,24,57565.88,VIP,0
N0348,Wahab,Bali,6/9/1978,Female,wahab.bali@gmail.com,9629855035,Bangalore,Karnataka,India,4/26/2022,6/8/2026,36,84236.79,VIP,1
N0349,Abhimanyu,Khare,2/8/1991,Female,abhimanyu.khare349@example.com,8142165867,Coimbatore,Tamil Nadu,India,2/24/2025,4/12/2026,11,8066.2,Regular,1
N0350,Indali,Nanda,11/25/1973,Male,indali.nanda@gmail.com,9000000349,Pune,Maharashtra,India,6/24/2022,8/26/2025,33,93534.33,VIP,0
N0351,Fitan,Radhakrishnan,8/5/1986,Female,fitan.radhakrishnan@gmail.com,7258495592,Delhi,Delhi,India,8/1/2021,3/5/2026,23,47076.17,VIP,1
N0352,Aradhana,Sridhar,7/7/1963,Male,aradhana.sridhar@gmail.com,6639590685,Mumbai,Maharashtra,India,9/13/2023,10/31/2025,21,36373.88,Premium,1
N0353,Kai,Bhagat,3/28/2008,Female,kai.bhagat@gmail.com,8809843021,Pune,Maharashtra,India,9/30/2023,10/31/2025,22,101712.88,VIP,0
N0354,Oni,Aurora,12/2/1988,Female,oni.aurora@gmail.com,8768266765,Hyderabad,Telangana,India,2/10/2022,7/7/2025,12,1671.34,New,0
N0355,Vedika,Gade,9/23/1996,Female,vedika.gade@gmail.com,6437751809,Mumbai,Maharashtra,India,4/11/2023,4/26/2026,43,115990.39,VIP,1
N0356,Agastya,Tak,4/24/1988,Male,agastya.tak@gmail.com,6857953791,Mumbai,Maharashtra,India,2/12/2025,2/17/2026,35,85026.4,VIP,0
N0357,Mitali,Mane,9/11/1987,Male,mitali.mane@gmail.com,12345,Hyderabad,Telangana,India,11/16/2023,5/28/2026,50,87104.99,VIP,0
N0358,Tara,Bahri,5/25/1994,Female,tara.bahri@gmail.com,7368878290,Mumbai,Maharashtra,India,2/1/2024,9/17/2025,31,3466.96,New,0
N0359,Mitesh,Kothari,11/20/1972,Male,mitesh.kothari359@example.com,8745310613,Chennai,Tamil Nadu,India,10/13/2023,7/20/2025,1,117070.2,VIP,1
N0360,Yamini,Kibe,4/14/1983,Male,yamini.kibe@gmail.com,8940709953,Bangalore,Karnataka,India,1/20/2024,11/14/2025,12,46073.37,VIP,0
N0361,Irya,Venkataraman,10/26/1990,Male,irya.venkataraman@gmail.com,6681303655,Madurai,Tamil Nadu,India,4/1/2023,1/8/2026,43,65442.06,VIP,0
N0362,Chatresh,Vaidya,3/15/1985,Male,chatresh.vaidya@gmail.com,6422182383,Delhi,Delhi,India,11/2/2022,3/5/2026,47,23040.96,Premium,0
N0363,Vansha,More,4/8/1984,Female,vansha.more@gmail.com,6590747199,Chennai,Tamil Nadu,India,5/30/2024,7/12/2025,33,25284.57,Premium,0
N0364,Daksh,Bhasin,12/17/1998,Female,daksh.bhasin@gmail.com,8788609743,Hyderabad,Telangana,India,8/10/2022,4/7/2026,27,49788.35,VIP,0
N0365,Naveen,Sachar,4/13/1997,Female,naveen.sachar@gmail.com,6334292420,Delhi,Tamil Nadu,India,3/27/2023,4/15/2026,27,61483.84,VIP,1
N0366,Chaman,Agarwal,8/25/1974,Female,chaman.agarwal@gmail.com,9411390406,Chennai,Tamil Nadu,India,7/6/2022,6/24/2025,44,90411.29,VIP,0
N0367,Dev,Raju,12/18/1993,Female,dev.raju367@example.com,9576860858,Kolkata,West Bengal,India,9/7/2024,4/30/2026,11,62622.79,VIP,1
N0368,Joshua,Savant,1/3/1992,Male,joshua.savant@gmail.com,8818437497,Coimbatore,Tamil Nadu,India,10/11/2024,5/20/2026,22,7444.07,Regular,1
N0369,Bhanumati,Bala,11/15/1988,Female,bhanumati.bala@gmail.com,7967834589,Delhi,Delhi,India,2/2/2025,2/18/2026,25,1002.74,New,0
N0370,Triya,Parsa,10/21/2006,Female,triya.parsa@gmail.com,9550257474,Pune,Maharashtra,India,5/31/2024,3/18/2026,4,41423.25,Premium,0
N0371,Urishilla,Balan,11/15/1985,Female,urishilla.balan@gmail.com,8140357183,Hyderabad,Telangana,India,2/26/2022,7/16/2025,6,26386.94,Premium,0
N0372,Arin,Kapur,7/5/1998,Female,arin.kapur@gmail.com,6181825276,Kolkata,West Bengal,India,10/3/2022,10/18/2025,18,24498.39,Premium,1
N0373,Ucchal,Bhagat,4/4/2006,Male,ucchal.bhagat@gmail.com,7410482030,Mumbai,Maharashtra,India,9/17/2024,1/29/2026,3,33216.81,Premium,1
N0374,Sai,Sahota,10/1/2004,Female,sai.sahota@gmail.com,9718896441,Mumbai,Maharashtra,India,12/28/2023,3/9/2026,38,34624.68,Premium,0
N0375,Atharv,Wadhwa,10/17/2005,Female,atharv.wadhwa@gmail.com,7703613228,Madurai,Tamil Nadu,India,3/14/2024,5/15/2026,41,103078.37,VIP,0
N0376,Reyansh,Kant,11/7/2001,Female,reyansh.kant@gmail.com,9845652216,Pune,Maharashtra,India,1/12/2023,3/28/2026,15,35217.9,Premium,0
N0377,Ikshita,Sant,3/27/2004,Female,ikshita.sant377@example.com,7762695172,Coimbatore,Tamil Nadu,India,9/16/2021,1/6/2026,44,13100.88,Premium,1
N0378,Dalbir,Bala,9/18/2006,Female,dalbir.bala@gmail.com,9000000377,Pune,Maharashtra,India,7/21/2022,9/28/2025,21,79415.5,VIP,0
N0379,Pahal,Dara,10/11/1978,Female,pahal.dara@gmail.com,6266562968,Pune,Maharashtra,India,12/7/2024,10/18/2025,9,59313.56,VIP,1
N0380,Rushil,Nagar,10/29/1987,Male,rushil.nagar380@example.com,9194617231,Bangalore,Karnataka,India,1/19/2024,4/29/2026,50,48516.42,VIP,1
N0381,Falan,Jha,4/13/1970,Female,falan.jha@gmail.com,12345,Mumbai,Maharashtra,India,8/21/2022,12/19/2025,32,73974.72,VIP,0
N0382,Ishani,Mall,7/1/1985,Female,ishani.mall@gmail.com,8055563969,Mumbai,Maharashtra,India,7/25/2022,1/15/2026,4,58150.53,VIP,1
N0383,Tripti,Vaidya,7/28/1966,Male,tripti.vaidya@gmail.com,7717461825,Pune,Maharashtra,India,6/19/2022,2/13/2026,33,119474.62,VIP,0
N0384,Anvi,Pall,10/28/1976,Male,anvi.pall384@example.com,9650283261,Delhi,Delhi,India,10/16/2024,2/5/2026,36,1749.19,New,0
N0385,Teerth,Rout,1/14/2005,Female,teerth.rout@gmail.com,6177214893,Coimbatore,Tamil Nadu,India,7/1/2022,9/10/2025,1,45159.78,VIP,0
N0386,Chakradev,Sur,6/29/1981,Male,chakradev.sur@gmail.com,9559595073,Bangalore,Karnataka,India,9/5/2024,1/9/2026,1,14821.19,Premium,1
N0387,Devansh,Toor,3/15/2005,Female,devansh.toor@gmail.com,6046577917,Bangalore,Karnataka,India,3/22/2023,10/17/2025,31,112559.86,VIP,1
N0388,Warjas,Lad,9/7/2002,Male,warjas.lad388@example.com,7414021061,Coimbatore,Tamil Nadu,India,5/30/2024,9/12/2025,9,88142.35,VIP,0
N0389,Advika,Bains,7/13/1961,Male,advika.bains@gmail.com,6586691364,Bangalore,Karnataka,India,9/8/2023,1/22/2026,15,26123.68,Premium,0
N0390,Vanya,Ganguly,12/10/2006,Female,vanya.ganguly@gmail.com,9515290902,Hyderabad,Telangana,India,4/25/2025,5/25/2025,24,26811.41,Premium,1
N0391,Frederick,Pau,7/30/1973,Female,frederick.pau@gmail.com,9296798545,Delhi,Delhi,India,11/22/2023,2/16/2026,19,110267.15,VIP,1
N0392,Waida,Deo,7/9/1983,Female,waida.deo@gmail.com,6428750167,Madurai,Tamil Nadu,India,11/15/2024,2/18/2026,17,81921.14,VIP,0
N0393,Odika,Swamy,5/23/2000,Female,odika.swamy@gmail.com,7558182579,Bangalore,Karnataka,India,8/7/2023,4/16/2026,11,30651.61,Premium,0
N0394,Nachiket,Agate,12/27/1993,Male,nachiket.agate@gmail.com,8458416745,Delhi,Delhi,India,12/2/2022,9/4/2025,5,43270.85,VIP,0
N0395,Aayush,Mallick,10/21/1980,Male,aayush.mallick@gmail.com,7001636122,Hyderabad,Telangana,India,6/4/2025,3/11/2026,42,103075.89,VIP,0
N0396,Nitesh,Andra,8/25/1993,Male,nitesh.andra@gmail.com,7939729933,Mumbai,Maharashtra,India,12/12/2021,3/26/2026,2,104815.27,VIP,1
N0397,Advaith,Sen,6/27/1995,Male,advaith.sen@gmail.com,7471413436,Delhi,Maharashtra,India,3/11/2025,4/19/2026,33,32853.46,Premium,0
N0398,Ira,Sinha,12/17/1990,Male,ira.sinha@gmail.com,7120313704,Delhi,Delhi,India,3/4/2025,9/15/2025,32,93721.58,VIP,0
N0399,Kalpit,Sampath,9/8/1979,Female,kalpit.sampath@gmail.com,9663510563,Madurai,Tamil Nadu,India,4/30/2024,9/6/2025,17,118966.13,VIP,0
N0400,Owen,Loke,3/28/1971,Female,owen.loke@gmail.com,9255962251,Bangalore,Karnataka,India,6/26/2023,11/12/2025,43,62075.15,VIP,0
N0401,Maya,Chaudhary,12/11/1987,Female,maya.chaudhary@gmail.com,6153875584,Kolkata,West Bengal,India,6/3/2022,11/16/2025,18,7386.16,Regular,0
N0402,Abeer,Mohanty,9/20/1986,Male,abeer.mohanty@gmail.com,9826656376,Hyderabad,Telangana,India,2/25/2024,3/23/2026,5,108564.29,VIP,0
N0403,Ishanvi,Bose,4/29/1982,Male,ishanvi.bose@gmail.com,8650068595,Bangalore,Karnataka,India,1/7/2023,6/2/2026,18,94533.5,VIP,1
N0404,Ojasvi,Salvi,8/27/1971,Female,ojasvi.salvi@gmail.com,6702148570,Pune,Maharashtra,India,8/30/2021,1/18/2026,1,67390.76,VIP,1
N0405,Rajata,Kashyap,5/27/1999,Female,rajata.kashyap@gmail.com,7583925684,Delhi,Delhi,India,8/4/2024,4/29/2026,20,114210.06,VIP,0
N0406,Dhriti,Subramaniam,8/9/1998,Male,dhriti.subramaniam@gmail.com,7693373581,Bangalore,Karnataka,India,1/31/2023,6/5/2026,8,82050.85,VIP,0
N0407,Jagdish,Nagarajan,8/26/2007,Male,jagdish.nagarajan@gmail.com,9931109686,Coimbatore,Tamil Nadu,India,9/11/2021,10/17/2025,21,22437.83,Premium,0
N0408,Ridhi,Swaminathan,11/5/1987,Male,ridhi.swaminathan@gmail.com,7137271370,Bangalore,Karnataka,India,5/26/2025,11/1/2025,15,79979.7,VIP,1
N0409,Daksh,Mahal,11/21/1973,Female,daksh.mahal@gmail.com,9000000408,Bangalore,Karnataka,India,4/10/2025,11/13/2025,8,96559.97,VIP,0
N0410,Bhavya,Barad,11/6/1965,Female,bhavya.barad@gmail.com,7946188227,Kolkata,West Bengal,India,5/22/2024,8/8/2025,35,99951.3,VIP,0
N0411,Kala,Mall,11/10/1984,Male,kala.mall@gmail.com,6662031958,Hyderabad,Telangana,India,6/4/2024,6/1/2026,5,39555.85,Premium,1
N0412,Kamala,Bassi,6/19/1978,Female,kamala.bassi@gmail.com,7688656770,Chennai,Tamil Nadu,India,11/19/2021,4/13/2026,10,56775.07,VIP,0
N0413,Madhav,Prabhu,1/22/1999,Male,madhav.prabhu@gmail.com,9348825393,Kolkata,West Bengal,India,5/13/2025,8/6/2025,30,117359.51,VIP,1
N0414,Gopal,Bansal,1/4/2006,Female,gopal.bansal@gmail.com,7419210210,Pune,Maharashtra,India,1/7/2024,7/16/2025,17,59274.37,VIP,0
N0415,Avni,Gala,11/29/2003,Male,avni.gala@gmail.com,6938577577,Coimbatore,Tamil Nadu,India,2/3/2022,8/25/2025,49,87979.12,VIP,1
N0416,Jason,Sharaf,9/24/1998,Male,jason.sharaf@gmail.com,6895997159,Mumbai,Maharashtra,India,8/19/2022,6/20/2025,35,18412.35,Premium,1
N0417,Upma,Bhandari,9/15/1967,Female,upma.bhandari@gmail.com,9382305286,Kolkata,West Bengal,India,8/20/2021,6/28/2025,36,43429.19,VIP,0
N0418,Lopa,Sanghvi,8/15/1969,Male,lopa.sanghvi@gmail.com,9417773294,Pune,Maharashtra,India,4/20/2022,8/19/2025,45,3960.29,New,1
N0419,Suhani,Saxena,10/20/1983,Male,suhani.saxena@gmail.com,8056253038,Kolkata,West Bengal,India,2/9/2023,8/14/2025,45,112177.13,VIP,1
N0420,Logan,Kuruvilla,11/2/1965,Male,logan.kuruvilla@gmail.com,9741866175,Mumbai,Maharashtra,India,12/3/2022,10/7/2025,24,40542.43,Premium,0
N0421,Ubika,Thakur,6/14/1996,Male,ubika.thakur@gmail.com,7990439199,Delhi,Delhi,India,4/15/2023,3/11/2026,29,30482.94,Premium,1
N0422,Harshil,Sharma,8/17/1968,Female,harshil.sharma422@example.com,8548860628,Delhi,Delhi,India,8/5/2021,3/22/2026,25,106652.81,VIP,1
N0423,Timothy,Mittal,10/22/1967,Female,timothy.mittal@gmail.com,6384772214,Kolkata,West Bengal,India,4/18/2025,4/9/2026,26,51385.46,VIP,0
N0424,Ira,Thakur,3/2/2007,Female,ira.thakur@gmail.com,9000000423,Madurai,Tamil Nadu,India,11/3/2023,12/22/2025,19,83373.62,VIP,1
N0425,Abeer,Bansal,6/7/1965,Female,abeer.bansal@gmail.com,8357354777,Chennai,Tamil Nadu,India,1/1/2024,11/30/2025,17,36440.81,Premium,0
N0426,Guneet,Koshy,2/16/2003,Male,guneet.koshy@gmail.com,6645585109,Coimbatore,Tamil Nadu,India,8/30/2024,7/19/2025,3,18067.83,Premium,0
N0427,Abha,Majumdar,7/15/1979,Male,abha.majumdar@gmail.com,7943498972,Bangalore,Karnataka,India,5/25/2023,2/6/2026,33,53965.32,VIP,0
N0428,Hardik,Sibal,10/16/1983,Male,hardik.sibal@gmail.com,9838195949,Madurai,Tamil Nadu,India,1/25/2025,3/13/2026,44,27991.84,Premium,1
N0429,Indrajit,Solanki,9/1/1964,Female,indrajit.solanki@gmail.com,6327048631,Bangalore,Karnataka,India,1/9/2024,8/27/2025,18,1125.92,New,1
N0430,Ati,Iyer,8/5/1991,Male,ati.iyer@gmail.com,9560985819,Chennai,Tamil Nadu,India,11/13/2021,2/14/2026,31,109656.93,VIP,1
N0431,Ayushman,Bahri,9/9/1997,Male,ayushman.bahri@gmail.com,9183880024,Mumbai,Maharashtra,India,8/21/2024,2/10/2026,7,19216.97,Premium,1
N0432,Fitan,Baral,9/12/1964,Male,fitan.baral@gmail.com,6368440927,Bangalore,Karnataka,India,3/19/2023,1/25/2026,35,41577.62,Premium,1
N0433,Gunbir,Bajaj,8/26/1978,Female,gunbir.bajaj@gmail.com,7667201046,Delhi,Delhi,India,6/24/2023,1/1/2026,18,1872.11,New,1
N0434,Abhiram,Gala,12/12/1997,Male,abhiram.gala@gmail.com,8844916055,Coimbatore,Tamil Nadu,India,5/23/2022,7/3/2025,25,32032.81,Premium,0
N0435,Isaiah,Bahri,3/11/1988,Male,isaiah.bahri@gmail.com,9427331531,Hyderabad,Telangana,India,9/6/2024,4/12/2026,8,109137.51,VIP,1
N0436,Ria,Rastogi,11/17/1979,Male,ria.rastogi@gmail.com,9000000435,Chennai,Tamil Nadu,India,12/3/2024,9/25/2025,32,54199.8,VIP,1
N0437,Upkaar,Balay,8/13/1968,Female,upkaar.balay@gmail.com,9437086565,Delhi,Delhi,India,8/9/2024,5/8/2026,12,81515.51,VIP,1
N0438,Ekalinga,Char,7/27/2002,Female,ekalinga.char@gmail.com,6513742349,Hyderabad,Telangana,India,6/26/2022,1/13/2026,4,27261.11,Premium,0
N0439,Jatin,Gola,9/11/1973,Male,jatin.gola@gmail.com,8598620285,Hyderabad,Telangana,India,6/3/2024,7/6/2025,34,98824.6,VIP,0
N0440,Pavani,Bora,4/17/2003,Female,pavani.bora@gmail.com,8400573680,Hyderabad,Telangana,India,12/13/2021,10/30/2025,48,103752.28,VIP,1
N0441,Alexander,Sachar,12/2/1989,Male,alexander.sachar@gmail.com,7645110144,Kolkata,West Bengal,India,9/24/2024,5/16/2026,44,41505.39,Premium,1
N0442,Vasatika,Sethi,2/22/2005,Male,vasatika.sethi@gmail.com,6181647409,Chennai,Tamil Nadu,India,3/12/2024,2/19/2026,18,18175.91,Premium,0
N0443,Harini,Bhalla,10/17/1996,Female,harini.bhalla@gmail.com,9889742586,Hyderabad,Telangana,India,8/9/2024,1/11/2026,48,93598.43,VIP,1
N0444,Tarak,Mukhopadhyay,12/30/1998,Female,tarak.mukhopadhyay@gmail.com,6639789583,Bangalore,Karnataka,India,7/2/2023,1/29/2026,48,41195.47,Premium,0
N0445,Kalpit,Khare,7/12/1965,Male,kalpit.khare@gmail.com,6972735448,Bangalore,Karnataka,India,3/7/2022,4/14/2026,37,18745.89,Premium,0
N0446,Shivansh,Mann,6/3/1994,Female,shivansh.mann@gmail.com,7970066038,Pune,Maharashtra,India,5/26/2025,4/11/2026,37,96224.47,VIP,0
N0447,Sathvik,Srinivasan,9/23/1981,Female,sathvik.srinivasan@gmail.com,6330216888,Madurai,Tamil Nadu,India,2/26/2023,11/22/2025,18,48800.24,VIP,1
N0448,Yadavi,Chand,8/30/1975,Male,yadavi.chand@gmail.com,7944685712,Delhi,Telangana,India,11/24/2022,6/26/2025,35,98469.98,VIP,0
N0449,Isha,Dhar,12/26/1996,Female,isha.dhar@gmail.com,8777204758,Chennai,Tamil Nadu,India,10/20/2023,4/1/2026,25,22157.71,Premium,1
N0450,Garima,Taneja,6/3/1963,Male,garima.taneja@gmail.com,12345,Chennai,Tamil Nadu,India,3/13/2025,6/29/2025,30,108060.48,VIP,0
N0451,Kamya,Bahl,10/26/1982,Female,kamya.bahl@gmail.com,9011264693,Delhi,Delhi,India,11/3/2021,7/27/2025,42,80687.21,VIP,0
N0452,Oviya,Shanker,5/1/2007,Female,oviya.shanker@gmail.com,8811286723,Coimbatore,Tamil Nadu,India,7/17/2023,10/22/2025,29,58921.99,VIP,0
N0453,Bhavani,Dass,3/8/1994,Female,bhavani.dass@gmail.com,6326963991,Pune,Maharashtra,India,11/1/2023,4/16/2026,9,23687.02,Premium,1
N0454,Yadavi,Dara,9/24/1994,Female,yadavi.dara@gmail.com,7840714512,Coimbatore,Tamil Nadu,India,11/14/2022,5/6/2026,17,112763.26,VIP,1
N0455,Gaurang,Panchal,12/5/1989,Male,gaurang.panchal@gmail.com,7117652490,Delhi,Delhi,India,6/21/2023,5/1/2026,19,96147.01,VIP,0
N0456,Zaitra,Trivedi,4/30/1977,Male,zaitra.trivedi@gmail.com,9760618919,Coimbatore,Tamil Nadu,India,5/12/2025,10/10/2025,27,72288.54,VIP,1
N0457,Arunima,Bava,4/3/1977,Male,arunima.bava@gmail.com,6753536949,Mumbai,Maharashtra,India,11/18/2024,6/18/2025,14,76147.95,VIP,1
N0458,Triya,Sangha,10/13/1974,Male,triya.sangha@gmail.com,9197431467,Delhi,Delhi,India,5/15/2023,10/22/2025,23,101893.87,VIP,1
N0459,Lila,Dugar,5/5/1997,Female,lila.dugar@gmail.com,8532665627,Hyderabad,Telangana,India,2/14/2025,1/23/2026,26,70241.26,VIP,0
N0460,Ubika,Thakkar,6/2/1972,Male,ubika.thakkar@gmail.com,6243626007,Pune,Maharashtra,India,3/22/2022,5/7/2026,29,113152.76,VIP,0
N0461,Bina,Dugal,4/12/1970,Female,bina.dugal@gmail.com,8554912962,Coimbatore,Tamil Nadu,India,1/9/2022,4/5/2026,8,95826.97,VIP,1
N0462,Urvashi,Sen,11/8/1967,Male,urvashi.sen@gmail.com,8430901631,Madurai,Tamil Nadu,India,1/2/2023,10/29/2025,30,47511.55,VIP,0
N0463,Lakshit,Vig,3/12/2001,Female,lakshit.vig@gmail.com,7427464580,Delhi,Delhi,India,5/7/2023,10/6/2025,31,10108.13,Regular,0
N0464,Zansi,Barman,7/12/1964,Male,zansi.barman@gmail.com,7968824742,Hyderabad,Telangana,India,10/7/2022,10/24/2025,18,3304.03,New,0
N0465,Bimala,Wason,11/18/2006,Female,bimala.wason@gmail.com,7972795843,Kolkata,West Bengal,India,2/1/2024,9/17/2025,7,41411.51,Premium,1
N0466,Triya,Gupta,3/3/1983,Male,triya.gupta@gmail.com,8032226985,Mumbai,Maharashtra,India,3/6/2023,10/1/2025,24,67153.15,VIP,1
N0467,Vasudha,Chada,6/7/2003,Female,vasudha.chada@gmail.com,8941948460,Kolkata,West Bengal,India,11/22/2023,7/1/2025,26,83987.17,VIP,0
N0468,Jairaj,Kumar,11/27/1987,Male,jairaj.kumar@gmail.com,7343214427,Delhi,Delhi,India,8/7/2024,4/4/2026,12,72283.66,VIP,0
N0469,Faras,Chanda,6/3/1972,Male,faras.chanda@gmail.com,9671551831,Kolkata,West Bengal,India,1/5/2024,11/29/2025,27,107082.4,VIP,0
N0470,Megha,Dash,9/5/1980,Male,megha.dash@gmail.com,6946512167,Madurai,Tamil Nadu,India,6/24/2024,4/21/2026,32,28935.48,Premium,0
N0471,Mitesh,Bhardwaj,8/20/1988,Female,mitesh.bhardwaj@gmail.com,7512549989,Coimbatore,Tamil Nadu,India,7/30/2022,7/23/2025,41,31187.24,Premium,0
N0472,Xalak,Jaggi,2/27/1984,Male,xalak.jaggi@gmail.com,7054504257,Delhi,Delhi,India,7/3/2022,8/25/2025,2,1867.73,New,1
N0473,Yashawini,Sidhu,12/5/1987,Female,yashawini.sidhu@gmail.com,9827929038,Coimbatore,Tamil Nadu,India,2/14/2024,2/4/2026,43,52523.03,VIP,0
N0474,Bhavini,Saxena,6/15/1973,Male,bhavini.saxena@gmail.com,6554697118,Mumbai,Maharashtra,India,10/19/2023,7/4/2025,15,30586.51,Premium,1
N0475,Michael,Krishna,11/27/2003,Female,michael.krishna@gmail.com,7425956625,Bangalore,Karnataka,India,8/1/2022,2/27/2026,37,36735.6,Premium,0
N0476,Nakul,Char,8/31/1963,Male,nakul.char@gmail.com,8632419910,Delhi,Tamil Nadu,India,9/16/2021,2/2/2026,30,119458.09,VIP,0
N0477,Zashil,Pingle,8/21/1964,Female,zashil.pingle@gmail.com,6223352204,Madurai,Tamil Nadu,India,8/10/2021,2/16/2026,6,62770.45,VIP,1
N0478,Nitesh,Yogi,5/2/1972,Female,nitesh.yogi@gmail.com,8815412939,Pune,Maharashtra,India,5/18/2022,11/7/2025,45,1245.91,New,0
N0479,Waida,Sarna,1/25/1977,Male,waida.sarna@gmail.com,8025658336,Pune,Maharashtra,India,1/6/2025,8/27/2025,40,44194.81,VIP,0
N0480,Ekiya,Suri,1/2/1970,Male,ekiya.suri@gmail.com,9866668129,Delhi,Delhi,India,10/14/2021,8/4/2025,24,79423.36,VIP,0
N0481,Kashvi,Rout,5/2/2006,Female,kashvi.rout@gmail.com,9492024525,Mumbai,Maharashtra,India,2/27/2024,11/30/2025,16,90079.01,VIP,0
N0482,Rachit,Bhagat,5/3/1994,Male,rachit.bhagat@gmail.com,6673215093,Coimbatore,Tamil Nadu,India,8/23/2024,11/30/2025,35,48703.84,VIP,0
N0483,Ronith,Magar,11/20/1993,Female,ronith.magar@gmail.com,6332163338,Bangalore,Karnataka,India,7/3/2023,1/16/2026,33,25816.25,Premium,1
N0484,Advay,Varkey,12/4/1982,Male,advay.varkey@gmail.com,6746533909,Mumbai,Maharashtra,India,7/8/2021,5/22/2026,6,31435.53,Premium,0
N0485,Xiti,Vasa,5/9/1986,Male,xiti.vasa485@example.com,7115401478,Pune,Maharashtra,India,1/1/2024,8/21/2025,48,95342.36,VIP,1
N0486,Harrison,Srinivasan,3/28/1967,Male,harrison.srinivasan@gmail.com,7347124328,Delhi,Delhi,India,7/27/2021,5/4/2026,50,50991.93,VIP,0
N0487,Rishi,Thakur,2/7/1968,Male,rishi.thakur@gmail.com,6605314604,Delhi,Delhi,India,12/10/2022,2/11/2026,40,62550.11,VIP,0
N0488,Girindra,Nagy,8/9/1999,Female,girindra.nagy@gmail.com,8017624160,Madurai,Tamil Nadu,India,1/20/2025,2/22/2026,49,28600.74,Premium,0
N0489,Zayan,Soman,10/19/1995,Male,zayan.soman@gmail.com,7775764776,Pune,Maharashtra,India,9/26/2024,11/15/2025,49,72117.97,VIP,1
N0490,Odika,Kanda,6/28/1971,Male,odika.kanda@gmail.com,6565095753,Mumbai,Maharashtra,India,1/9/2023,12/21/2025,45,102223.71,VIP,1
N0491,Robert,Pandya,10/21/1998,Female,robert.pandya@gmail.com,6129809444,Chennai,Tamil Nadu,India,7/2/2023,8/10/2025,40,41544.2,Premium,1
N0492,Ira,Babu,5/17/1963,Male,ira.babu@gmail.com,6343500864,Coimbatore,Tamil Nadu,India,12/7/2022,1/29/2026,18,76236.81,VIP,1
N0493,Fitan,Oak,7/10/1961,Female,fitan.oak@gmail.com,8579688703,Kolkata,West Bengal,India,9/26/2021,6/17/2025,4,69238.35,VIP,0
